borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Bronxdale,02 Two Family Dwellings,1,4556,55,B1,2935 Lurting Avenue,NA,10469,2,0,2,1800,1744,1950,1,B1,453000,2019-05-07T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4557,12,B1,2918 Lurting,NA,10469,2,0,2,4000,2560,1940,1,B1,635000,2019-04-09T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4558,31,B1,2972 Laconia Avenue,NA,10469,2,0,2,2550,2725,1975,1,B1,787000,2019-10-24T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4558,44,B1,2941 Yates Avenue,NA,10469,2,0,2,5000,3124,1970,1,B1,700000,2019-09-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4560,15,B1,2922 Hering Avenue,NA,10469,2,0,2,2200,1820,1960,1,B1,490000,2019-08-30T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4562,20,B3,2930 Pearsall Avenue,NA,10469,2,0,2,3300,2261,1940,1,B3,525000,2019-09-09T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4563,61,B1,2917 Bouck Avenue,NA,10469,2,0,2,1942,1764,1945,1,B1,544000,2019-02-21T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4563,143,B1,2949 Bouck Ave,NA,10469,2,0,2,2642,1892,1945,1,B1,650000,2019-01-18T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4564,27,B9,2736 Sexton Place,NA,10469,2,0,2,2375,2160,1935,1,B9,740000,2019-08-30T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4564,27,B9,2736 Sexton Place,NA,10469,2,0,2,2375,2160,1935,1,B9,360000,2019-03-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4564,43,B1,2774 Sexton Place,NA,10469,2,0,2,1765,1782,1960,1,B1,510000,2018-12-20T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4564,83,B3,2965 Dewitt Place,NA,10469,2,0,2,2500,1680,1930,1,B3,300000,2019-08-20T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4564,84,B1,2963 Dewitt Place,NA,10469,2,0,2,2942,2102,1950,1,B1,400000,2019-09-20T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4565,11,B3,2918 Seymour Ave.,NA,10469,2,0,2,4500,1056,1940,1,B3,62500,2019-04-12T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4565,30,B1,2961 Morgan Ave,NA,10469,2,0,2,2158,976,1940,1,B1,465000,2019-10-10T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4567,124,B1,2917 Oneill Place,NA,10469,2,0,2,3990,1690,1940,1,B1,554000,2019-10-04T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4568,1,B1,3001 Cruger Avenue,NA,10467,2,0,2,3500,2040,1982,1,B1,700000,2019-04-30T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4575,34,B1,3039 Colden Avenue,NA,10469,2,0,2,2500,3900,1940,1,B1,510000,2019-01-04T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4576,33,B1,3043 Paulding Avenue,NA,10469,2,0,2,2500,3080,1920,1,B1,573275,2019-10-07T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4577,21,B1,3042 Paulding Ave,NA,10469,2,0,2,2000,1440,1950,1,B1,243000,2019-07-26T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4577,30,B1,1044 Burke Avenue,NA,10469,2,0,2,1739,2650,1950,1,B1,773000,2019-02-11T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4577,32,B1,3041 Hone Avenue,NA,10469,2,0,2,2500,1846,1950,1,B1,575000,2019-09-03T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4580,17,B3,3018 Laconia Avenue,NA,10469,2,0,2,2300,1850,1945,1,B3,404250,2019-10-04T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4580,17,B3,3018 Laconia Avenue,NA,10469,2,0,2,2300,1850,1945,1,B3,582358,2019-08-19T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4580,53,B3,3035 Yates Avenue,NA,10469,2,0,2,2700,1570,1960,1,B3,555000,2019-02-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4586,8,B1,1281 Arnow Avenue,NA,10469,2,0,2,2200,1886,1950,1,B1,407509,2019-02-07T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4587,22,B1,2936 Wilson Avenue,NA,10469,2,0,2,2500,3000,1950,1,B1,695000,2019-08-21T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4588,19,B2,3032 Bouck Avenue,NA,10469,2,0,2,6242,1588,1920,1,B2,630000,2019-09-09T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4593,6,B3,3216 Bronx Boulevard,NA,10467,2,0,2,2500,1150,1920,1,B3,405000,2019-01-25T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4595,9,B9,3222 Olinville Avenue,NA,10467,2,0,2,2574,2698,1970,1,B9,541399,2019-04-25T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4595,25,B3,682 Rosewood,NA,10467,2,0,2,2375,1695,1915,1,B3,572000,2019-08-20T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4600,23,B1,3305 Cruger Avenue,NA,10467,2,0,2,2169,3072,1901,1,B1,690000,2018-12-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4607,41,B3,3303 Bronxwood Ave,NA,10469,2,0,2,6140,1900,1910,1,B3,645000,2019-01-04T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4610,2,B1,989 Burke Avenue,NA,10469,2,0,2,1950,2060,1960,1,B1,475000,2019-04-12T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4611,14,B1,3212 Paulding Avenue,NA,10469,2,0,2,2500,2120,1945,1,B1,303000,2019-03-12T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4611,54,B1,3233 Hone Avenue,NA,10469,2,0,2,2125,1728,1950,1,B1,440000,2019-10-15T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4615,8,B1,1125 Burke Avenue,NA,10469,2,0,2,3025,2750,1960,1,B1,560000,2019-02-28T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4616,52,B2,3237 Tenbroeck Ave,NA,10469,2,0,2,5000,1890,1925,1,B2,700000,2019-07-16T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4622,34,B1,640 Magenta Street,NA,10467,2,0,2,2024,2772,1925,1,B1,460000,2019-05-24T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4627,8,B3,3418 Barker Avenue,NA,10467,2,0,2,4260,1810,1925,1,B3,785000,2019-04-25T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4629,24,B2,3363 Cruger Avenue,NA,10467,2,0,2,2375,2000,1910,1,B2,345000,2019-03-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4634,29,B3,948 Magenta Street,NA,10469,2,0,2,1898,2052,1935,1,B3,379000,2019-09-27T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4634,48,B1,3312 Bronxwood Avenue,NA,10469,2,0,2,2500,2288,1960,1,B1,705000,2018-12-10T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4634,73,B3,3319 Radcliff Ave,NA,10469,2,0,2,2100,1911,1935,1,B3,550000,2019-04-30T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4636,20,B1,3322 Colden Avenue,NA,10469,2,0,2,2850,1446,1945,1,B1,245000,2019-03-13T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4636,39,S2,978 East Gun Hill Road,NA,10469,2,1,3,2500,2700,1940,1,S2,798000,2019-06-26T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4637,27,B1,3336 Paulding,NA,10469,2,0,2,2000,3000,2004,1,B1,225000,2019-09-23T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4638,47,B1,3307 Lurting Avenue,NA,10469,2,0,2,1425,1672,1950,1,B1,600000,2019-04-18T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4638,47,B1,3307 Lurting Avenue,NA,10469,2,0,2,1425,1672,1950,1,B1,462250,2019-02-12T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4693,45,B1,1010 East 211th Street,NA,10469,2,0,2,2756,2637,1945,1,B1,230000,2019-05-31T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4693,57,B1,1044 East 211 Street,NA,10469,2,0,2,2888,1774,1945,1,B1,468265,2019-03-05T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4513,49,C0,2729 Matthews Avenue,NA,10467,3,0,3,2500,3906,1925,1,C0,555000,2019-02-21T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4517,158,C0,2715 Paulding Avenue,NA,10469,3,0,3,2800,3210,2005,1,C0,835000,2018-12-21T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4530,1,C0,2701 Seymour Avenue,NA,10469,3,0,3,2027,2940,1946,1,C0,474050,2019-06-07T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4546,78,C0,2909 Cruger Avenue,NA,10467,3,0,3,1598,2650,1960,1,C0,450000,2019-09-17T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4552,39,C0,2945 Radcliff Avenue,NA,10469,3,0,3,2550,3888,1925,1,C0,330000,2019-07-03T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4552,44,C0,2923 Radcliff Avenue,NA,10469,3,0,3,2200,3144,1925,1,C0,680000,2019-05-21T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4559,14,C0,2924 Yates Avenue,NA,10469,3,0,3,2500,3000,1920,1,C0,810000,2019-08-08T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4560,37,C0,2945 Tenbroeck Avenue,NA,10469,3,0,3,5000,1500,1915,1,C0,450000,2019-06-21T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4564,57,C0,2800 Sexton Place,NA,10469,3,0,3,2740,3465,1932,1,C0,700000,2018-11-01T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4569,116,C0,3032 Cruger Avenue,NA,10467,3,0,3,2020,3120,2005,1,C0,575000,2018-12-13T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4570,2,C0,767 Adee Avenue,NA,10467,3,0,3,3421,3528,1930,1,C0,825000,2019-06-28T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4595,14,C0,3238 Olinville Avenue,NA,10467,3,0,3,2571,2950,1970,1,C0,675000,2019-09-20T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4597,26,C0,740 South Oak Drive,NA,10467,3,0,3,4484,2892,1901,1,C0,692410,2019-10-31T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4598,25,C0,3207 Wallace Avenue,NA,10467,3,0,3,3500,3909,1901,1,C0,610980,2019-02-28T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4599,50,C0,788 North Oak Drive,NA,10467,3,0,3,1785,2448,1925,1,C0,670000,2019-09-06T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4600,30,C0,715 Rosewood Street,NA,10467,3,0,3,2061,3432,1901,1,C0,650000,2019-03-05T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4605,34,C0,816 South Oak Drive,NA,10467,3,0,3,3920,2173,1915,1,C0,820000,2019-07-12T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4605,34,C0,816 S Oak Drive,NA,10467,3,0,3,3920,2173,1915,1,C0,530000,2019-02-21T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4607,11,C0,813 Chestnut Street,NA,10467,3,0,3,7376,2640,1901,1,C0,522335,2019-08-29T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4609,5,C0,929 Burke Avenue,NA,10469,3,0,3,2500,2158,1920,1,C0,530000,2019-04-04T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4612,61,C0,3219 Lurting Avenue,NA,10469,3,0,3,2300,2680,1955,1,C0,640000,2018-12-14T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4613,34,C0,1080 Duncan Street,NA,10469,3,0,3,2500,2160,1925,1,C0,450000,2019-08-22T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4616,7,C0,1157 Burke Avenue,NA,10469,3,0,3,1809,2683,1955,1,C0,625000,2019-08-15T00:00:00Z
Bronx,Bronxdale,03 Three Family Dwellings,1,4622,53,C0,3315 Barker Avenue,NA,10467,3,0,3,6250,3402,1920,1,C0,650000,2019-05-08T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2,4570,19,C1,3034 Holland Avenue,NA,10467,13,0,13,3500,8524,1926,2,C1,9281893,2019-04-04T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2,4570,22,C1,3042 Holland Avenue,NA,10467,13,0,13,3500,8524,1926,2,C1,9281893,2019-04-04T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2,4570,23,C1,3046 Holland Avenue,NA,10467,13,0,13,3500,8524,1926,2,C1,9281893,2019-04-04T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1025,R4,610 Waring Avenue,2C,10467,0,0,0,0,494,1957,2,R4,50000,2018-12-17T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1039,R4,"610 Waring Avenue, 2t",2T,10467,0,0,0,0,909,1957,2,R4,260000,2019-03-22T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1078,R4,"610 Waring Avenue, 4s",4S,10467,0,0,0,0,829,1957,2,R4,250000,2019-02-06T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1107,R4,"610 Waring Avenue, 6e",6E,10467,0,0,0,0,847,1957,2,R4,275808,2019-08-29T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1168,R4,"2385 Barker Avenue, 1d",1D,10467,0,0,0,0,778,1958,2,R4,219024,2019-04-10T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1225,R4,"2385 Barker Avenue, 4n",4N,10467,0,0,0,0,420,1958,2,R4,152100,2019-10-11T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1245,R4,"2385 Barker Avenue, 6s",6S,10467,0,0,0,0,816,1958,2,R4,250000,2019-02-13T00:00:00Z
Bronx,Bronxdale,13 Condos - Elevator Apartments,2,4340,1246,R4,"2385 Barker Avenue, 1t",1T,10467,0,0,0,0,709,1958,2,R4,244000,2019-01-28T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2A,4424,47,C3,2427 Barker Avenue,NA,10467,4,0,4,3267,3900,1927,2,C3,850000,2019-05-22T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2A,4514,26,C3,2770 Matthews Avenue,NA,10467,4,0,4,3400,3808,1931,2,C3,855000,2019-07-22T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2A,4514,41,C3,2745 Bronxwood Avenue,NA,10469,4,0,4,3117,3400,1931,2,C3,830000,2019-02-01T00:00:00Z
Bronx,Bronxdale,07 Rentals - Walkup Apartments,2B,4597,29,C1,746 South Oak Drive,NA,10467,7,0,7,2152,5100,1931,2,C1,1150000,2019-05-15T00:00:00Z
Bronx,Bronxdale,22 Store Buildings,4,4600,9,K1,3322 White Plains Road,NA,10467,0,1,1,1350,1400,1930,4,K1,375000,2019-09-17T00:00:00Z
Bronx,Bronxdale,29 Commercial Garages,4,4554,36,G1,2919 Paulding Avenue,NA,10469,0,6,6,5000,900,1983,4,G1,200000,2018-11-07T00:00:00Z
Bronx,Bronxdale,29 Commercial Garages,4,4555,26,G2,2955 Boston Road,NA,10469,0,2,2,6060,5850,1931,4,G2,1400000,2019-01-23T00:00:00Z
Bronx,Bronxdale,37 Religious Facilities,4,4786,20,M1,1575 East Gun Hill Road,NA,10469,0,0,0,10000,4740,1976,4,M1,1280000,2019-03-13T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3509,38,A5,449 Howe Avenue,NA,10473,1,0,1,3076,1630,1965,1,A5,275000,2019-02-20T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3509,47,A5,431 Howe Ave,NA,10473,1,0,1,2643,1594,1959,1,A5,141088,2019-02-07T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3509,57,A2,409 Howe Avenue,NA,10473,1,0,1,3564,945,1958,1,A2,390000,2018-12-03T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3575,74,A5,2255 Cincinnatus Avenue,NA,10473,1,0,1,2425,1330,1935,1,A5,450000,2019-08-09T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3608,45,A2,2093 Homer Avenue,NA,10473,1,0,1,2250,1540,1960,1,A2,470496,2019-10-24T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3608,59,A2,2065 Homer Avenue,NA,10473,1,0,1,2250,1540,1960,1,A2,495000,2019-03-07T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3608,60,A2,2063 Homer Avenue,NA,10473,1,0,1,2250,1540,1960,1,A2,494000,2019-07-02T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3617,27,A5,740 Havemeyer Ave,NA,10473,1,0,1,3042,1224,1965,1,A5,430000,2019-05-07T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3679,71,A5,2017 Turnbull Avenue,NA,10473,1,0,1,2060,2009,1940,1,A5,530000,2019-08-29T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3680,42,A1,871 Olmstead Ave,NA,10473,1,0,1,2256,1638,1935,1,A1,405000,2018-11-01T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3680,75,A5,2007 Hermany Avenue,NA,10473,1,0,1,2060,1680,1987,1,A5,485000,2019-02-28T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3688,4,A1,936 Olmstead Avenue,NA,10473,1,0,1,2244,1520,1965,1,A1,460000,2019-01-14T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3688,27,A1,2138 Bruckner Boulevard,NA,10473,1,0,1,2549,1620,1915,1,A1,416000,2019-01-07T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3688,56,A1,2165 Quimby Avenue,NA,10473,1,0,1,2575,2124,1915,1,A1,390000,2019-07-29T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3690,18,A1,2226 Turnbull Avenue,NA,10473,1,0,1,3000,1550,1930,1,A1,480000,2019-06-27T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3690,19,A1,2230 Turnbull Avenue,NA,10473,1,0,1,3000,1550,1935,1,A1,520000,2019-09-18T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3692,67,A1,2229 Hermany Avenue,NA,10473,1,0,1,2575,2150,1925,1,A1,549000,2019-08-19T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3693,4,A1,906 Castle Hill Avenue,NA,10473,1,0,1,1967,1270,1955,1,A1,530000,2019-10-30T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3693,76,A1,2225 Story Avenue,NA,10473,1,0,1,2575,1800,1945,1,A1,425000,2019-09-13T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3694,21,A1,2228 Bruckner Boulevard,NA,10473,1,0,1,2575,1385,1925,1,A1,433000,2019-03-22T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3694,53,A1,2253 Quimby Avenue,NA,10473,1,0,1,2575,2492,1930,1,A1,241000,2019-01-24T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3698,72,A1,2325 Hermany Avenue,NA,10473,1,0,1,3425,1620,1910,1,A1,475000,2019-06-21T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3789,62,A5,1945 Blackrock Avenue,NA,10472,1,0,1,2000,1224,1950,1,A5,510000,2019-01-15T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3791,5,A5,1146 Virginia Avenue,NA,10472,1,0,1,2552,1188,1950,1,A5,573000,2019-01-29T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3791,44,A5,1994a Powell Avenue,NA,10472,1,0,1,1854,1714,1955,1,A5,555000,2019-03-01T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3797,28,A2,2042 Chatterton Avenue,NA,10472,1,0,1,4120,2352,1930,1,A2,470000,2019-04-16T00:00:00Z
Bronx,Castle Hill/Unionport,01 One Family Dwellings,1,3800,79,A5,2019 Watson Ave,NA,10472,1,0,1,2240,1776,1945,1,A5,560000,2019-01-31T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3483,28,B2,312 Howe Avenue,NA,10473,2,0,2,2522,1902,2001,1,B2,550000,2019-02-01T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3483,71,B2,324 Torry Avenue,NA,10473,2,0,2,3981,2712,2002,1,B2,514216,2019-08-22T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3483,73,B2,315 Torry Avenue,NA,10473,2,0,2,2519,1902,2002,1,B2,590000,2018-11-01T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3483,75,B2,311 Torry Avenue,NA,10473,2,0,2,3981,1902,2002,1,B2,670000,2019-10-07T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3483,102,B2,2161 Hart Street,NA,10473,2,0,2,3614,1902,2001,1,B2,610000,2019-07-31T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3486,54,B2,326 Castle Hill Avenue,NA,10473,2,0,2,2519,1902,2000,1,B2,605000,2019-01-28T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3487,136,B2,294 Zerega Avenue,NA,10473,2,0,2,2106,3068,2011,1,B2,925000,2019-02-28T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3487,138,B2,290 Zerega Avenue,NA,10473,2,0,2,1962,3068,2011,1,B2,840000,2019-02-28T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3487,140,B2,286 Zerega Avenue,NA,10473,2,0,2,1894,3068,2011,1,B2,825000,2019-03-20T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3507,50,B3,429 Olmstead Avenue,NA,10473,2,0,2,2548,1769,1965,1,B3,510000,2019-04-29T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3508,53,B1,425 Torry Avenue,NA,10473,2,0,2,1920,1558,1965,1,B1,378000,2019-05-07T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3509,4,B1,2141 Norton Avenue,NA,10473,2,0,2,1906,2730,2007,1,B1,513084,2018-11-29T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3509,128,B3,454 Torry,NA,10473,2,0,2,1949,1594,1965,1,B3,437750,2019-08-14T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3510,56,B1,419 Castle Hill Avenue,NA,10473,2,0,2,2167,2650,1970,1,B1,250000,2019-10-23T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3511,150,B1,427 Turneur Avenue,NA,10473,2,0,2,3311,3759,2002,1,B1,375000,2019-09-06T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3531,146,B2,510 Pugsley Avenue,NA,10473,2,0,2,1840,2325,1987,1,B2,499999,2019-02-20T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3531,155,B2,2010 Cicero Avenue,NA,10473,2,0,2,2800,2325,1987,1,B2,575000,2019-01-31T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3531,159,B2,2018 Cicero Avenue,NA,10473,2,0,2,2000,2325,1987,1,B2,490000,2019-10-08T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3531,174,B2,2050 Cicero Avenue,NA,10473,2,0,2,2800,2325,1987,1,B2,778876,2019-07-12T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3532,120,B2,2023 Cicero Avenue,NA,10473,2,0,2,1800,2325,1988,1,B2,575000,2019-02-14T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3533,7,B2,2063 Caesar Place,NA,10473,2,0,2,2000,2325,1988,1,B2,607000,2019-07-25T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3533,107,B2,2061 Caesar Place,NA,10473,2,0,2,2000,2325,1988,1,B2,468750,2019-08-12T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3533,108,B2,2059 Caesar Place,NA,10473,2,0,2,2000,2425,1988,1,B2,607700,2019-01-15T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3575,4,B3,2269 Cincinnatus Avenue,NA,10473,2,0,2,1925,1330,1935,1,B3,462500,2019-09-30T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3575,7,B3,2263 Cincinnatus Avenue,NA,10473,2,0,2,1925,1730,1935,1,B3,495000,2019-07-15T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3608,2,B2,744 Pugsley Avenue,NA,10473,2,0,2,1830,2167,1965,1,B2,500000,2019-09-05T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3608,65,B3,2053 Homer Ave,NA,10473,2,0,2,2250,1760,1960,1,B3,520000,2019-10-23T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3608,65,B3,2053 Homer Avenue,NA,10473,2,0,2,2250,1760,1960,1,B3,230000,2019-03-26T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3613,42,B3,2224 Homer Avenue,NA,10473,2,0,2,5000,4015,1915,1,B3,665000,2019-05-30T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3614,18,B1,2231 Homer Avenue,NA,10473,2,0,2,2250,1944,1965,1,B1,480000,2019-03-12T00:00:00Z
