borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Belmont,02 Two Family Dwellings,1,3058,78,B2,2452 Lorillard Place,NA,10458,2,0,2,1979,2616,1901,1,B2,565000,2019-01-18T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3075,11,B2,652 East 188th Street,NA,10458,2,0,2,1900,2380,1910,1,B2,670000,2019-04-18T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3075,24,B2,2411 Cambreleng Avenue,NA,10458,2,0,2,1667,1248,1910,1,B2,490000,2019-08-30T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3075,24,B2,2411 Cambreleng,NA,10458,2,0,2,1667,1248,1910,1,B2,846319,2019-02-13T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3075,51,B2,2451 Cambreleng Avenue,NA,10458,2,0,2,2800,2638,1910,1,B2,900000,2019-06-26T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3077,40,B2,2470 Arthur Avenue,NA,10458,2,0,2,1696,1632,1910,1,B2,519000,2019-06-13T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3078,28,B1,2501 Hughes Avenue,NA,10458,2,0,2,2185,2160,1920,1,B1,1100000,2019-06-06T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3086,29,B2,644 East 183 Street,NA,10458,2,0,2,1238,1548,1925,1,B2,450000,2019-06-05T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3087,6,B2,2314 Hughes Avenue,NA,10458,2,0,2,2500,2148,1905,1,B2,515642,2019-06-27T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3087,22,B2,2321 Belmont Avenue,NA,10458,2,0,2,8300,2000,1905,1,B2,2400000,2019-04-30T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3088,8,B2,2320 Belmont Avenue,NA,10458,2,0,2,2500,2208,1920,1,B2,550000,2018-11-14T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3088,13,B2,2330 Belmont Avenue,NA,10458,2,0,2,2500,2072,1925,1,B2,575000,2019-10-16T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3091,53,B2,2482 Cambreleng Avenue,NA,10458,2,0,2,1988,1320,1920,1,B2,625000,2019-03-20T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3100,40,B9,1028 Grote Street,NA,10460,2,0,2,1650,1981,1901,1,B9,461370,2019-09-20T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3102,59,B1,2307 Prospect Avenue,NA,10458,2,0,2,2375,2380,1925,1,B1,670000,2019-07-26T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3103,6,B2,2306 Beaumont Avenue,NA,10458,2,0,2,1875,2925,2000,1,B2,556535,2019-08-29T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3103,7,B2,2308 Beaumont Avenue,NA,10458,2,0,2,2500,2384,1901,1,B2,325000,2019-10-03T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3103,167,B2,705 East 183 Street,NA,10458,2,0,2,1725,3450,2000,1,B2,326250,2019-07-29T00:00:00Z
Bronx,Belmont,02 Two Family Dwellings,1,3115,41,B2,2447 Southern Boulevard,NA,10458,2,0,2,1751,3144,1931,1,B2,519307,2018-12-13T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3055,29,C0,2359 Lorillard Place,NA,10458,3,0,3,4500,2310,1901,1,C0,1275000,2019-04-09T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3055,29,C0,2359 Lorillard Place,NA,10458,3,0,3,4500,2310,1901,1,C0,900000,2019-02-25T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3086,23,C0,2262 Hughes Avenue,NA,10457,3,0,3,2500,3252,1905,1,C0,550000,2018-12-12T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3099,124,C0,718 Garden Street,NA,10457,3,0,3,2000,2820,1997,1,C0,30000,2019-03-04T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3102,28,C0,2366 Crotona Avenue,NA,10458,3,0,3,2000,3864,1901,1,C0,800000,2019-04-11T00:00:00Z
Bronx,Belmont,03 Three Family Dwellings,1,3102,76,C0,2362 Crotona Avenue,NA,10458,3,0,3,2000,4092,1901,1,C0,885000,2019-04-25T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3054,6,C1,2356 Lorillard Place,NA,10458,30,0,30,5000,22000,1931,2,C1,4200000,2018-11-30T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3056,1,C1,2406 Lorillard Place,NA,10458,26,0,26,4354,19200,1911,2,C1,4800000,2019-04-16T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3074,10,C7,632 E 186th St,NA,10458,20,1,21,3278,18600,1912,2,C7,3800000,2019-10-30T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3078,26,C1,2503 Hughes Avenue,NA,10458,21,0,21,4371,14400,1903,2,C1,3600000,2019-06-06T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3089,26,C1,2350 Cambreleng Avenue,NA,10458,65,0,65,12000,55780,1925,2,C1,10300000,2018-12-06T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3090,1,C7,2400 Cambreleng Avenue,NA,10458,16,3,19,3000,12830,1912,2,C7,3900000,2019-02-28T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3091,1,C7,2480 Belmont Avenue,NA,10458,20,4,24,4500,20250,1912,2,C7,4300000,2019-10-15T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3104,61,C1,737 East 187 Street,NA,10458,31,0,31,5000,23050,1912,2,C1,14279835,2019-04-04T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3105,7,C1,2424 Beaumont Avenue,NA,10458,16,0,16,3325,11748,1912,2,C1,2426000,2019-07-19T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2,3115,1,C7,751 East 187 Street,NA,10458,30,1,31,4750,22500,1931,2,C7,14279835,2019-04-04T00:00:00Z
Bronx,Belmont,12 Condos - Walkup Apartments,2,3103,1031,R2,"2324 Beaumont Avenue, 4a",4A,10458,0,0,0,0,880,0,2,R2,213958,2019-06-03T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3077,49,C3,2473 Hughes Avenue,NA,10458,4,0,4,2185,4436,1925,2,C3,1290000,2019-02-01T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3078,25,C2,2507 Hughes Avenue,NA,10458,6,0,6,2185,3300,1910,2,C2,1200000,2019-06-06T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3089,49,C3,2333 Beaumont Avenue,NA,10458,4,0,4,3042,2000,1931,2,C3,610000,2019-03-11T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3100,13,C3,779 Garden Street,NA,10460,4,0,4,2500,3886,1905,2,C3,896000,2019-07-23T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3100,50,C3,2271 Southern Boulevard,NA,10460,4,0,4,3850,9024,1931,2,C3,713000,2019-03-29T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3105,56,C3,2411 Crotona Avenue,NA,10458,4,0,4,2000,3350,1931,2,C3,750000,2019-05-30T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2A,3114,41,C3,773 East 183 Street,NA,10460,4,0,4,4142,3402,1931,2,C3,925000,2019-03-07T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2B,3074,32,C1,2377 Belmont Avenue,NA,10458,9,0,9,2185,7168,1907,2,C1,1900000,2019-03-14T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2B,3078,38,C1,2486 Hughes Avenue,NA,10458,8,0,8,2185,6332,1910,2,C1,2500000,2019-10-02T00:00:00Z
Bronx,Belmont,07 Rentals - Walkup Apartments,2B,3101,8,C5,2284 Beaumont Avenue,NA,10457,9,0,9,1894,2800,1931,2,C5,630000,2019-08-06T00:00:00Z
Bronx,Belmont,14 Rentals - 4-10 Unit,2B,3087,9,S9,2320 Hughes Avenue,NA,10458,6,2,8,1811,7246,1913,2,S9,1875000,2019-01-23T00:00:00Z
Bronx,Belmont,27 Factories,4,3065,27,F1,2368 Hoffman Street,NA,10458,0,1,1,5955,11900,1931,4,F1,1827643,2018-11-15T00:00:00Z
Bronx,Belmont,29 Commercial Garages,4,3055,37,G2,4570 3 Avenue,NA,10458,0,2,2,11742,11742,1931,4,G2,2925000,2019-01-17T00:00:00Z
Bronx,Bronx Park,37 Religious Facilities,4,3357,228,M9,3464 Webster Avenue,NA,10467,0,2,2,1595,4880,2006,4,M9,1180000,2019-05-09T00:00:00Z
Bronx,Bronx-Unknown,01 One Family Dwellings,1,3237,91,A1,2662 Kingsbridge Terrace,NA,10463,1,0,1,4132,3510,0,1,A1,600000,2019-05-20T00:00:00Z
Bronx,Bronx-Unknown,01 One Family Dwellings,1,3311,30,A5,3164 Villa Avenue,NA,10468,1,0,1,0,960,0,1,A5,958554,2019-10-11T00:00:00Z
Bronx,Bronx-Unknown,01 One Family Dwellings,1,3311,30,A5,3164 Villa Avenue,NA,10468,1,0,1,1800,960,0,1,A5,750000,2019-06-28T00:00:00Z
Bronx,Bronx-Unknown,01 One Family Dwellings,1,3311,31,A1,3166 Villa Avenue,NA,10468,1,0,1,0,1536,0,1,A1,958554,2019-10-11T00:00:00Z
Bronx,Bronx-Unknown,01 One Family Dwellings,1,3311,31,A1,3166 Villa Avenue,NA,10468,1,0,1,1600,1536,0,1,A1,750000,2019-06-28T00:00:00Z
Bronx,Bronx-Unknown,02 Two Family Dwellings,1,2829,33,B3,2008 Walton Avenue,NA,10453,2,0,2,0,1692,0,1,B3,915000,2018-12-06T00:00:00Z
Bronx,Bronx-Unknown,02 Two Family Dwellings,1,3156,53,B3,2074 Anthony Avenue,NA,10457,2,0,2,2550,1620,0,1,B3,820000,2019-02-14T00:00:00Z
Bronx,Bronx-Unknown,02 Two Family Dwellings,1,4663,26,B1,722 East 216th Street,NA,10467,2,0,2,5637,1792,0,1,B1,1400000,2018-12-19T00:00:00Z
Bronx,Bronx-Unknown,02 Two Family Dwellings,1,4671,12,B3,829 Tilden Street,NA,10467,2,0,2,0,2464,0,1,B3,500000,2018-11-27T00:00:00Z
Bronx,Bronx-Unknown,03 Three Family Dwellings,1,2872,149,C0,1544 Shakespeare Avenue,NA,10452,3,0,3,0,6000,0,1,C0,3900000,2019-02-27T00:00:00Z
Bronx,Bronx-Unknown,03 Three Family Dwellings,1,3308,61,C0,276 East 203 Street,NA,10458,3,0,3,2058,3434,0,1,C0,1500000,2019-03-06T00:00:00Z
Bronx,Bronx-Unknown,03 Three Family Dwellings,1,3315,20,C0,2736 Creston Avenue,NA,10468,3,0,3,2406,3612,0,1,C0,925000,2018-12-05T00:00:00Z
Bronx,Bronx-Unknown,03 Three Family Dwellings,1,3315,21,C0,2738 Creston Avenue,NA,10468,3,0,3,2406,2352,0,1,C0,925000,2018-12-05T00:00:00Z
Bronx,Bronx-Unknown,03 Three Family Dwellings,1,4671,10,C0,831 Tilden Street,NA,10467,3,0,3,0,3600,0,1,C0,650000,2018-11-27T00:00:00Z
Bronx,Bronx-Unknown,14 Rentals - 4-10 Unit,2A,3311,28,S4,3160 Villa Avenue,NA,10468,4,1,5,0,3408,0,2,S4,958554,2019-10-11T00:00:00Z
Bronx,Bronx-Unknown,14 Rentals - 4-10 Unit,2A,3311,28,S4,3160 Villa Avenue,NA,10468,4,1,5,2500,3408,0,2,S4,1125000,2019-06-28T00:00:00Z
Bronx,Bronx-Unknown,22 Store Buildings,4,2327,16,K1,356 East 148th Street,NA,10451,0,1,1,1171,1121,0,4,K1,1200000,2019-03-15T00:00:00Z
Bronx,Bronx-Unknown,37 Religious Facilities,4,2872,151,M1,1548 Shakespeare Avenue,NA,10452,0,1,1,0,5200,0,4,M1,3900000,2019-02-27T00:00:00Z
Bronx,Bronx-Unknown,37 Religious Facilities,4,2872,152,M1,1560 Shakespeare Avenue,NA,10452,0,3,3,0,7550,0,4,M1,3900000,2019-02-27T00:00:00Z
Bronx,Bronx-Unknown,41 Tax Class 4 - Other,4,2327,15,Z9,N/A Courtlandt Avenue,NA,10451,0,1,1,1093,1050,0,4,Z9,435000,2019-03-15T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4424,40,A1,2439 Barker Avenue,NA,10467,1,0,1,2500,1314,1930,1,A1,405600,2019-08-20T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4510,51,A1,2727 Holland Avenue,NA,10467,1,0,1,2500,1524,1925,1,A1,560000,2019-08-19T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4519,24,A2,2762 Hone Avenue,NA,10469,1,0,1,2500,610,1925,1,A2,349000,2019-08-15T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4519,31,A1,1066 Arnow Avenue,NA,10469,1,0,1,2500,1978,1955,1,A1,515000,2018-11-09T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4524,59,A5,2747 Pearsall Avenue,NA,10469,1,0,1,2050,1390,1925,1,A5,575000,2019-05-23T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4525,29,A1,1228 Arnow Avenue,NA,10469,1,0,1,3200,1974,1940,1,A1,500000,2018-12-21T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4527,23,A5,2744 Bouck,NA,10469,1,0,1,1800,1485,1950,1,A5,220000,2019-10-11T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4527,46,A5,2751 Wilson Ave,NA,10469,1,0,1,2125,1620,1950,1,A5,486500,2019-09-04T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4530,18,A2,2730 Fish Avenue,NA,10469,1,0,1,2500,1548,1940,1,A2,510000,2019-05-10T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4530,18,A2,2730 Fish Avenue,NA,10469,1,0,1,2500,1548,1940,1,A2,345000,2018-12-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4535,56,A5,2767 Mickle Avenue,NA,10469,1,0,1,2700,2055,1955,1,A5,500000,2018-11-02T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4536,15,A2,2726 Mickle Avenue,NA,10469,1,0,1,2800,1054,1955,1,A2,550000,2018-12-28T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4537,27,A5,2742 Westervelt Avenue,NA,10469,1,0,1,2300,1944,1955,1,A5,475000,2019-01-18T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4537,40,A2,2725 Kingsland Ave,NA,10469,1,0,1,2500,1163,1925,1,A2,475000,2019-09-09T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4538,31,A0,2707 Tiemann Avenue,NA,10469,1,0,1,5000,1102,1920,1,A0,390000,2019-02-01T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4544,47,A1,3050 Barker Avenue,NA,10467,1,0,1,1712,1421,1925,1,A1,326508,2019-08-16T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4547,50,A1,2915 Holland Avenue,NA,10467,1,0,1,2517,1496,1920,1,A1,335000,2018-11-09T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4547,71,A5,3061 Williamsbridge Road,NA,10467,1,0,1,904,1050,1920,1,A5,375000,2018-11-13T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4548,54,A5,2911 Wallace Avenue,NA,10467,1,0,1,1800,1539,1950,1,A5,220500,2019-07-31T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4551,140,A5,2929 Bronxwood Avenue,NA,10469,1,0,1,1808,1701,1960,1,A5,470000,2018-11-20T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,16,A5,2922 Lurting Avenue,NA,10469,1,0,1,1775,1683,1950,1,A5,490000,2019-10-31T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,16,A5,2922 Lurting Avenue,NA,10469,1,0,1,1775,1683,1950,1,A5,327500,2019-01-31T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,29,A5,2944 Lurting Avenue,NA,10469,1,0,1,1800,1782,1950,1,A5,496460,2019-02-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,40,A5,2965 Laconia,NA,10469,1,0,1,1800,1732,1950,1,A5,490000,2019-04-30T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4557,40,A5,2965 Laconia Avenue,NA,10469,1,0,1,1800,1732,1950,1,A5,360000,2018-11-30T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4559,9,A5,2906 Yates Avenue,NA,10469,1,0,1,2679,1280,1955,1,A5,485000,2018-11-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4560,27,A5,1154 Adee Avenue,NA,10469,1,0,1,1225,1440,1950,1,A5,499000,2018-12-14T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4560,36,A5,1172 Adee Avenue,NA,10469,1,0,1,1331,1680,1950,1,A5,150000,2019-09-16T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4563,24,A1,2930 Throop Avenue,NA,10469,1,0,1,2500,956,1930,1,A1,401000,2019-02-19T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4563,31,A5,2942 Throop Avenue,NA,10469,1,0,1,1600,1088,1945,1,A5,481783,2019-08-14T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4564,13,A2,2780 Wilson Avenue,NA,10469,1,0,1,8968,2020,1950,1,A2,600000,2019-06-21T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4564,140,A5,2907 Dewitt Place,NA,10469,1,0,1,1520,1536,1950,1,A5,430000,2019-07-10T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4564,152,A5,2883 Dewitt Place,NA,10469,1,0,1,1520,1536,1950,1,A5,405000,2018-11-20T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4575,13,A5,3018 Radcliff Ave,NA,10469,1,0,1,2667,1296,1950,1,A5,485000,2018-11-30T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4580,48,A5,3043 Yates Avenue,NA,10469,1,0,1,1792,1433,1960,1,A5,499000,2019-06-28T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4580,48,A5,3043 Yates Avenue,NA,10469,1,0,1,1792,1433,1960,1,A5,324480,2019-03-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4590,16,A1,3010 Young Avenue,NA,10469,1,0,1,5000,1488,1920,1,A1,290000,2019-03-19T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4594,112,A5,3232 Barker Avenue,NA,10467,1,0,1,2160,1575,1950,1,A5,499000,2019-01-22T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4604,19,A5,788 Bartholdi St,NA,10467,1,0,1,1750,1224,1965,1,A5,510000,2019-02-06T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4607,22,A5,3312 Barnes Avenue,NA,10467,1,0,1,1920,928,1945,1,A5,239580,2018-12-21T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4610,64,A1,3213 Paulding Avenue,NA,10469,1,0,1,2500,1248,1960,1,A1,518340,2019-02-08T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4611,41,A5,3253 Hone Avenue,NA,10469,1,0,1,1642,1280,1955,1,A5,400000,2019-01-09T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4630,5,A5,737 Bartholdi Street,NA,10467,1,0,1,1900,1925,1941,1,A5,510000,2019-03-29T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4630,108,A5,727 Bartholdi Street,NA,10467,1,0,1,1615,1402,1945,1,A5,388000,2018-12-10T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4631,27,A5,3391 Capuchin Way,NA,10467,1,0,1,1900,1160,1945,1,A5,390000,2018-12-07T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4631,31,A5,3363 Wallace Avenue,NA,10467,1,0,1,1900,1160,1945,1,A5,365000,2019-01-11T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4632,16,A5,784 Magenta Street,NA,10467,1,0,1,1600,1160,1940,1,A5,350000,2019-03-28T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4634,67,A5,3341 Radcliff Ave,NA,10469,1,0,1,2300,1727,1935,1,A5,590000,2019-02-08T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4634,70,A5,3331 Radcliff Avenue,NA,10469,1,0,1,2000,1727,1935,1,A5,320000,2019-01-04T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,9,A5,1053 Duncan Street,NA,10469,1,0,1,1850,1620,1945,1,A5,475000,2018-12-27T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,18,A5,3326 Hone Ave,NA,10469,1,0,1,1800,1494,1955,1,A5,199500,2019-09-27T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,19,A5,3328 Hone Avenue,NA,10469,1,0,1,1800,1836,1955,1,A5,460000,2019-01-10T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,22,A5,3334 Hone Avenue,NA,10469,1,0,1,1800,1494,1955,1,A5,480000,2019-10-22T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,43,A5,3315 Lurting Avenue,NA,10469,1,0,1,5000,1280,1950,1,A5,860000,2019-10-02T00:00:00Z
Bronx,Bronxdale,01 One Family Dwellings,1,4638,43,A5,3315 Lurting Avenue,NA,10469,1,0,1,5000,1280,1950,1,A5,355000,2019-02-26T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4340,14,B1,2286 Bronx Park East,NA,10467,2,0,2,4688,2464,1920,1,B1,181273,2019-01-25T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4424,2,B1,629 Waring Ave,NA,10467,2,0,2,2200,2055,1950,1,B1,470000,2019-04-08T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4424,19,B3,2430 Bronx Park East,NA,10467,2,0,2,3231,1458,1920,1,B3,850000,2018-11-16T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4428,55,S2,2523 Olinville,NA,10467,2,1,3,2500,2560,1960,1,S2,1150000,2018-12-12T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4434,41,B1,2551 Holland Avenue,NA,10467,2,0,2,2500,2400,1910,1,B1,685000,2018-11-08T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4434,58,B2,2517 Holland Ave,NA,10467,2,0,2,2500,2520,1920,1,B2,600000,2019-09-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4509,36,B1,2765 Cruger Avenue,NA,10467,2,0,2,2175,3675,1925,1,B1,647800,2019-03-07T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4510,34,B3,742 Arnow Avenue,NA,10467,2,0,2,1800,1714,1958,1,B3,497500,2019-06-25T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4517,28,B1,2754 Colden Avenue,NA,10469,2,0,2,2800,1708,1955,1,B1,571000,2019-04-02T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4519,9,B1,2716 Hone Avenue,NA,10469,2,0,2,1800,2034,1960,1,B1,550000,2019-01-30T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4520,10,B3,2722 Lurting Ave,NA,10469,2,0,2,1800,1876,1950,1,B3,650000,2019-07-17T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4521,49,B2,2739 Yates Avenue,NA,10469,2,0,2,5000,1820,1925,1,B2,640000,2019-08-13T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4528,36,B1,2709 Young Avenue,NA,10469,2,0,2,2600,1875,1950,1,B1,410000,2019-03-18T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4530,32,B3,2764 Fish,NA,10469,2,0,2,2877,1216,1920,1,B3,380250,2019-08-02T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4530,49,B1,2743 Seymour Avenue,NA,10469,2,0,2,2800,2180,1945,1,B1,647500,2019-02-20T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4531,165,B9,2717 Morgan Avenue,NA,10469,2,0,2,1608,1496,1950,1,B9,499500,2019-06-27T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4532,32,B3,2758 Morgan Avenue,NA,10469,2,0,2,2500,856,1920,1,B3,705000,2019-09-24T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4532,43,B9,2769 Fenton Ave,NA,10469,2,0,2,1600,1408,1940,1,B9,420000,2019-07-22T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4532,62,B1,2731 Fenton Avenue,NA,10469,2,0,2,2200,1753,1950,1,B1,495000,2019-02-13T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4533,44,B9,1464 Arnow Avenue,NA,10469,2,0,2,1800,1863,1945,1,B9,577500,2019-07-03T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4533,82,B3,2709 Eastchester Road,NA,10469,2,0,2,2642,1813,1950,1,B3,550000,2019-04-29T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4534,78,B3,1521 Bantam Place,NA,10469,2,0,2,2880,1781,1950,1,B3,719092,2019-08-06T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4535,68,B1,2743 Mickle Avenue,NA,10469,2,0,2,3100,2035,1955,1,B1,610000,2019-08-28T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4544,22,B2,658 Lester Street,NA,10467,2,0,2,5164,1596,1930,1,B2,439000,2019-03-07T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4544,25,B3,668 Lester Street,NA,10467,2,0,2,3310,1440,1930,1,B3,245000,2019-09-03T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4544,59,B1,662 Burke Avenue,NA,10467,2,0,2,3425,2925,1925,1,B1,375000,2019-02-05T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4548,34,B1,2957 Wallace Avenue,NA,10467,2,0,2,4000,2900,1935,1,B1,446000,2019-03-05T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4548,34,B1,2957 Wallace Avenue,NA,10467,2,0,2,4000,2900,1935,1,B1,446000,2019-02-01T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4553,26,B1,2958 Radcliff Avenue,NA,10469,2,0,2,1500,2100,1970,1,B1,690000,2018-11-16T00:00:00Z
Bronx,Bronxdale,02 Two Family Dwellings,1,4553,36,B9,2939 Colden,NA,10469,2,0,2,2150,3076,1970,1,B9,527500,2019-08-12T00:00:00Z
